translated_content,sentiment
"I really have to teach myself. I have built myself an I7 Gen.11 and have now built a new PC for my wife. Since she only plays 2-3 games and maybe leads an excellent table, I wanted to be something more sparable than my computer. I have to say ( sorry) that the box does not run faster or slower than mine. Now I'm more concerned about paying the 4th grade. Today the I7 is even cheaper, but still still costs the double I5. So I can only recommend I5.",positive
"Got as an upgrade for my i3 10th generation lga1200, as it was good value for money. So now have a PC that doesn't need upgrade for a good four years now.",positive
Great article.,positive
"n does not bring great thing to power, between 10m and 11m nothing super, I'm going to pass from a xion E3-1275V5 and c was a more rapid but nothing enormous.. I advise you for the price, but guide you a 10400F that is exactly the same if you do it..",positive
"This i5 is too high for me, despite 14nm and not 7nm, it offers me great performance. For those who seek cost x benefit it is worth a lot. Using it with a 1050, NVMe 980 Samsung and a mother plate 560 Steel legend. It is worth a lot.",positive
"Looks suspicious but really wasn't, came in a black bag covering the board box with the entire Intel box with black stock cooler in with it and all in new condition!",positive
Super,positive
I can't use it. I've read it and sent it back.,neutral
A lot of processors have arrived within the time limit but could come more well packed.,positive
"Perfect delivery, arrived with very early.. I've been using it for 10 days and it's perfect.. Very fast...the advice",positive
"A solid processor, I'm not going to go through statistics and figures, but before the 12th generation, 11400f was the best quality report of the Intel price and so far it worked as planned.",positive
Great performance at a very competitive price.,positive
"For Gaming something weak, however, for a server with computer power up.",negative
"I bought to improve performance in games, but mainly to use PCIe 4.0 which my I3 of 10° didn't have",positive
"As long as AMD, for my new config I put an eye on the prices and tests my choice was fast The 11400F is at the top for the games, don't burn with a good fan (Hyper 212) 45° at the max",positive
"Didn't work out of the box, not sure if that was compatibility or bios issues!",negative
"This is a really good quality-price processor; F version allows you to save a good 20-30 euro compared to an integrated video card version (of course you don't put an old TRAPPO video card which is probably not compatible with UFI... my GTX970 works well). 4 stars because the dissipator is not so high and there is really little pre-applicable thermal paste that the processor can easily arrive at 100 degrees!!!!!!!!! Replaces with an Article MX2, but always touches the 90 degrees at times, with the window that rotates to the maximum. Also from other reviews that are on youtube, this is a processor that needs a good cooling system, almost a liquid.",positive
"Purchased to create a new PC together with Asus PRIME H510M-K, Ram Kingston from 16 gb, a M2 disc (mounted a 500GB Crucial) together with a video card Geoforce Gtx1050 4gb. Coming from a PC assembled in 2015 with a 7th generation processor (i5 7400) the difference is noticeable. Flowed into any type of activity both from office, editing and from Gaming. I am very satisfied.",positive
Good processor. Considering the quality/price advice purchase,positive
"Good proco at a correct price, provided with an intelligent base valve. The base frequency is quite low but high when using a simple app, then the ventilo mounts in the towers and does not make any noise. Like all proco-labeled F, no active graphical circuit, but pumps a bit of ram (15.8 degrees for 16 installed) but this is not very serious, just how to place its perfume under the untagged.",positive
"If you need to use the PC all day and you want to play and do things that are not too heavy this processor is perfect. It has a single high core performance and is going strong in the games! Of course you need a graphics card because this is the model F. If you want to spend even less on your younger brother who's going strong the same, the 104400. Both are recommended to do anything!",positive
